sold_date,address,city,state,zip,property_type,price,beds,baths,square_feet,lot_size,year_built,price_per_square_foot,hoa_month,neighborhood_or_location,latitude,longitude,source,mls_number,redfin_url,date_source_note,original_row_number
2023-12-22,751 Swarthmore Ave,Pacific Palisades,CA,90272,Single Family Residential,9950000,6,9.0,7639,9007,2023,1303,,Pacific Palisades,34.0439242,-118.5270167,TheMLS,23-288015,https://www.redfin.com/CA/Pacific-Palisades/751-Swarthmore-Ave-90272/home/6841452,Original Redfin export,303
2023-12-22,841 Muskingum Ave,Pacific Palisades,CA,90272,Single Family Residential,5861986,5,4.0,4050,19170,1958,1447,,Pacific Palisades,34.05021,-118.5345965,TheMLS,23-326003,https://www.redfin.com/CA/Pacific-Palisades/841-Muskingum-Ave-90272/home/6844602,Original Redfin export,229
2023-12-21,17062 Bollinger Dr,Pacific Palisades,CA,90272,Single Family Residential,4300000,5,5.0,4314,6171,2002,997,,Pacific Palisades,34.0426315,-118.5502831,TheMLS,23-341221,https://www.redfin.com/CA/Pacific-Palisades/17062-Bollinger-Dr-90272/home/6844441,Original Redfin export,3
2023-12-06,558 Stassi Ln,Santa Monica,CA,90402,Single Family Residential,3368000,2,2.0,1633,13135,1947,2062,,Santa Monica,34.0333274,-118.5095358,TheMLS,23-307625,https://www.redfin.com/CA/Santa-Monica/558-Stassi-Ln-90402/home/6840198,Original Redfin export,278
2023-12-01,612 E Channel Rd,Santa Monica,CA,90402,Single Family Residential,10399000,5,8.0,6084,19360,1969,1709,,Santa Monica,34.0369423,-118.5103205,TheMLS,23-325971,https://www.redfin.com/CA/Santa-Monica/612-E-Channel-Rd-90402/home/6839755,Original Redfin export,81
2023-12-01,1656 Casale Rd,Pacific Palisades,CA,90272,Single Family Residential,9880000,6,8.0,5324,14458,1959,1856,,Pacific Palisades,34.0619367,-118.5011678,TheMLS,23-265735,https://www.redfin.com/CA/Pacific-Palisades/1656-Casale-Rd-90272/home/6847057,Original Redfin export,308
2023-12-01,15932 Temecula St,Pacific Palisades,CA,90272,Single Family Residential,4999500,5,6.0,3454,6466,2013,1447,,Pacific Palisades,34.0444372,-118.5351981,TheMLS,23-329587,https://www.redfin.com/CA/Pacific-Palisades/15932-Temecula-St-90272/home/6842204,Original Redfin export,55
2023-11-30,17679 Camino De Yatasto,Pacific Palisades,CA,90272,Single Family Residential,7300000,7,8.0,7401,19324,2001,986,540.0,Pacific Palisades,34.0793469,-118.5710053,TheMLS,23-268203,https://www.redfin.com/CA/Pacific-Palisades/17679-Camino-de-Yatasto-90272/home/6848823,Original Redfin export,329
2023-11-30,771 Iliff St,Pacific Palisades,CA,90272,Single Family Residential,4900000,2,1.0,4347,7151,2023,1127,,Pacific Palisades,34.0433947,-118.5184328,Public Records / Redfin,,https://www.redfin.com/CA/Pacific-Palisades/771-Iliff-St-90272/home/6846771,Filled from public web research: Redfin (High confidence),85
2023-11-30,222 Amalfi Dr,Santa Monica,CA,90402,Single Family Residential,4400000,5,6.0,5123,5929,1929,859,,Santa Monica,34.0323388,-118.5132858,TheMLS,23-298163,https://www.redfin.com/CA/Santa-Monica/222-Amalfi-Dr-90402/home/8091393,Original Redfin export,262
2023-11-29,665 E Channel Rd,Santa Monica,CA,90402,Single Family Residential,12000000,4,4.0,5571,37667,1978,2154,,Santa Monica,34.0391333,-118.5107966,Public Records / Redfin,,https://www.redfin.com/CA/Santa-Monica/665-E-Channel-Rd-90402/home/6839691,Filled from public web research: Redfin (High confidence),342
2023-11-22,13317 Westcove Dr,Los Angeles,CA,90049,Single Family Residential,4292500,4,5.0,3537,12638,1958,1214,,Brentwood,34.05757,-118.4972127,TheMLS,23-334807,https://www.redfin.com/CA/Los-Angeles/13317-Westcove-Dr-90049/home/6847120,Original Redfin export,27
2023-11-20,216 Toyopa Dr,Pacific Palisades,CA,90272,Single Family Residential,14970000,5,6.0,7000,17020,2004,2139,49.0,Pacific Palisades,34.0307773,-118.519712,TheMLS,23-325843,https://www.redfin.com/CA/Pacific-Palisades/216-Toyopa-Dr-90272/home/8173175,Original Redfin export,95
2023-11-19,1379 Piedra Morada Dr,Pacific Palisades,CA,90272,Single Family Residential,5500000,5,6.0,4689,15910,1986,1173,450.0,Pacific Palisades,34.0728067,-118.551612,TheMLS,23-333395,https://www.redfin.com/CA/Pacific-Palisades/1379-Piedra-Morada-Dr-90272/home/6849069,Original Redfin export,9
2023-11-14,939 Galloway St,Pacific Palisades,CA,90272,Single Family Residential,3200000,3,4.0,1806,5197,1949,1772,,Pacific Palisades,34.0466478,-118.5212381,TheMLS,23-313369,https://www.redfin.com/CA/Pacific-Palisades/939-Galloway-St-90272/home/6846441,Original Redfin export,186
2023-11-13,802 Galloway St,Pacific Palisades,CA,90272,Single Family Residential,6200000,5,6.0,4200,5857,2023,1476,,Pacific Palisades,34.0433651,-118.5200754,TheMLS,23-285309,https://www.redfin.com/CA/Pacific-Palisades/802-Galloway-St-90272/home/186229870,Original Redfin export,256
2023-11-13,16722 Monte Alto Pl,Pacific Palisades,CA,90272,Single Family Residential,4500000,5,5.0,6193,34446,1987,727,495.0,Pacific Palisades,34.0723706,-118.5525766,TheMLS,23-312015,https://www.redfin.com/CA/Pacific-Palisades/16722-Monte-Alto-Pl-90272/home/6849072,Original Redfin export,119
2023-11-09,857 Toyopa Dr,Pacific Palisades,CA,90272,Single Family Residential,5390000,3,2.0,2216,8625,1938,2432,,Pacific Palisades,34.0436643,-118.5231047,TheMLS,23-303441,https://www.redfin.com/CA/Pacific-Palisades/857-Toyopa-Dr-90272/home/6840760,Original Redfin export,230
2023-11-03,660 El Medio Ave,Pacific Palisades,CA,90272,Single Family Residential,5595000,4,4.0,3936,6444,2012,1421,,Pacific Palisades,34.044405,-118.533583,Public Records / Redfin,,https://www.redfin.com/CA/Pacific-Palisades/660-El-Medio-Ave-90272/home/40153333,Filled from public web research: Redfin (High confidence),143
2023-11-03,542 Bienveneda Ave,Pacific Palisades,CA,90272,Single Family Residential,4232000,4,4.0,3041,6104,1948,1392,,Pacific Palisades,34.045292,-118.5401133,TheMLS,23-291345,https://www.redfin.com/CA/Pacific-Palisades/542-Bienveneda-Ave-90272/home/6842630,Original Redfin export,301
2023-11-03,545 Spoleto Dr,Pacific Palisades,CA,90272,Single Family Residential,4200000,4,5.0,4221,17311,1936,995,,Pacific Palisades,34.0359669,-118.5146767,Public Records / Redfin,,https://www.redfin.com/CA/Pacific-Palisades/545-Spoleto-Dr-90272/home/6839659,Filled from public web research: Trulia (High confidence),16
2023-11-02,710 Hartzell St,Pacific Palisades,CA,90272,Single Family Residential,6382721,5,6.0,5325,9512,2018,1199,,Pacific Palisades,34.0419123,-118.5186703,TheMLS,23-314973,https://www.redfin.com/CA/Pacific-Palisades/710-Hartzell-St-90272/home/6846784,Original Redfin export,170
2023-10-31,15975 Asilomar Blvd,Pacific Palisades,CA,90272,Single Family Residential,4275000,3,2.0,1938,6763,1951,2206,,Pacific Palisades,34.0404404,-118.5385238,TheMLS,23-303485,https://www.redfin.com/CA/Pacific-Palisades/15975-Asilomar-Blvd-90272/home/6842120,Original Redfin export,159
2023-10-27,565 Toyopa Dr,Pacific Palisades,CA,90272,Single Family Residential,4890000,3,2.0,1923,8267,1953,2543,18.0,Pacific Palisades,34.0382471,-118.5194748,TheMLS,23-257115,https://www.redfin.com/CA/Pacific-Palisades/565-Toyopa-Dr-90272/home/6840956,Original Redfin export,224
2023-10-25,765 Alma Real Dr,Pacific Palisades,CA,90272,Single Family Residential,4450000,3,3.0,2547,7583,1948,1747,,Pacific Palisades,34.0422635,-118.5233173,TheMLS,23-279561,https://www.redfin.com/CA/Pacific-Palisades/765-Alma-Real-Dr-90272/home/6840741,Original Redfin export,317
2023-10-20,557 Via De La Paz,Pacific Palisades,CA,90272,Single Family Residential,4489000,4,5.0,2979,5500,2000,1507,,Pacific Palisades,34.0396667,-118.5293209,TheMLS,23-305597,https://www.redfin.com/CA/Pacific-Palisades/557-Via-de-la-Paz-90272/home/6841713,Original Redfin export,141
2023-10-20,1218 Piedra Morada Dr,Pacific Palisades,CA,90272,Single Family Residential,4300000,5,6.0,5456,16686,1985,788,495.0,Pacific Palisades,34.0685195,-118.5514385,TheMLS,23-282633,https://www.redfin.com/CA/Pacific-Palisades/1218-Piedra-Morada-Dr-90272/home/6849151,Original Redfin export,272
2023-10-16,15233 Bestor Blvd,Pacific Palisades,CA,90272,Single Family Residential,8125000,6,7.0,6219,7162,2014,1306,,Pacific Palisades,34.0513992,-118.5251928,TheMLS,23-306179,https://www.redfin.com/CA/Pacific-Palisades/15233-Bestor-Blvd-90272/home/51585112,Original Redfin export,153
2023-10-12,15976 Alcima Ave,Pacific Palisades,CA,90272,Single Family Residential,12000000,6,7.0,6033,18368,2012,1989,,Pacific Palisades,34.0508803,-118.5346731,TheMLS,23-321299,https://www.redfin.com/CA/Pacific-Palisades/15976-Alcima-Ave-90272/home/6844601,Original Redfin export,5
2023-10-11,18064 Sandy Cape Dr,Pacific Palisades,CA,90272,Single Family Residential,6690000,4,3.0,3756,21184,1965,1781,,Pacific Palisades,34.0477637,-118.569361,TheMLS,23-288855,https://www.redfin.com/CA/Pacific-Palisades/18064-Sandy-Cape-Dr-90272/home/6851128,Original Redfin export,282
2023-10-11,16951 Livorno Dr,Pacific Palisades,CA,90272,Single Family Residential,4950000,5,5.5,4720,6889,2007,1049,,C15 - Pacific Palisades,34.0432824,-118.5484041,CRMLS,AR23146805,https://www.redfin.com/CA/Pacific-Palisades/16951-Livorno-Dr-90272/home/6842950,Original Redfin export,200
2023-10-05,1486 Amalfi Dr,Pacific Palisades,CA,90272,Single Family Residential,10625000,5,8.0,7653,16519,1993,1388,25.0,Pacific Palisades,34.0571481,-118.5033202,TheMLS,23-308607,https://www.redfin.com/CA/Pacific-Palisades/1486-Amalfi-Dr-90272/home/6847005,Original Redfin export,103
2023-09-29,694 Amalfi Dr,Pacific Palisades,CA,90272,Single Family Residential,17450000,6,9.0,7467,47216,1933,2337,,Pacific Palisades,34.040539,-118.511268,TheMLS,23-302809,https://www.redfin.com/CA/Pacific-Palisades/694-Amalfi-Dr-90272/home/6839614,Original Redfin export,123
2023-09-28,259 Surfview Dr,Pacific Palisades,CA,90272,Single Family Residential,3901000,5,3.0,2876,26168,1965,1356,,Pacific Palisades,34.0452818,-118.5680598,TheMLS,23-289305,https://www.redfin.com/CA/Pacific-Palisades/259-Surfview-Dr-90272/home/6850914,Original Redfin export,191
2023-09-26,1111 Fiske St,Pacific Palisades,CA,90272,Single Family Residential,4550000,5,3.0,2489,6503,1929,1828,,Pacific Palisades,34.0494023,-118.5229023,Public Records / Redfin,,https://www.redfin.com/CA/Pacific-Palisades/1111-Fiske-St-90272/home/6845987,Filled from public web research: Redfin (High confidence),26
2023-09-21,16042 Northfield St,Pacific Palisades,CA,90272,Single Family Residential,5950000,5,6.0,3954,5751,2023,1505,,Pacific Palisades,34.0463288,-118.5360355,TheMLS,23-295291,https://www.redfin.com/CA/Pacific-Palisades/16042-Northfield-St-90272/home/6842063,Original Redfin export,206
2023-09-14,1711 Alta Mura Rd,Pacific Palisades,CA,90272,Single Family Residential,14250000,5,6.0,6880,24884,1960,2071,13.0,Pacific Palisades,34.0632568,-118.5024207,TheMLS,23-288869,https://www.redfin.com/CA/Pacific-Palisades/1711-Alta-Mura-Rd-90272/home/6846828,Original Redfin export,241
2023-09-12,1016 Monument St,Pacific Palisades,CA,90272,Single Family Residential,3145000,2,1.0,972,6495,1950,3236,,Pacific Palisades,34.0474859,-118.5240619,TheMLS,23-298367,https://www.redfin.com/CA/Pacific-Palisades/1016-Monument-St-90272/home/6846311,Original Redfin export,168
2023-09-07,1476 Amalfi Dr,Pacific Palisades,CA,90272,Single Family Residential,11070000,6,7.0,6220,14433,1991,1780,25.0,Pacific Palisades,34.0568364,-118.5033324,TheMLS,23-288859,https://www.redfin.com/CA/Pacific-Palisades/1476-Amalfi-Dr-90272/home/6847004,Original Redfin export,82
2023-09-06,887 Muskingum Ave,Pacific Palisades,CA,90272,Single Family Residential,8525000,7,9.0,7500,22695,1997,1137,,Pacific Palisades,34.0506478,-118.5327706,TheMLS,23-282799,https://www.redfin.com/CA/Pacific-Palisades/887-Muskingum-Ave-90272/home/6844589,Original Redfin export,253
2023-09-01,206 W Channel Rd,Santa Monica,CA,90402,Single Family Residential,3250000,2,3.0,1223,2584,1940,2657,,Santa Monica,34.0291877,-118.5174612,TheMLS,23-280513,https://www.redfin.com/CA/Santa-Monica/206-W-Channel-Rd-90402/home/6840405,Original Redfin export,243
2023-08-31,772 Ocampo Dr,Pacific Palisades,CA,90272,Single Family Residential,4823000,4,3.0,2963,8051,1930,1628,,Pacific Palisades,34.0424447,-118.5221654,TheMLS,23-307177,https://www.redfin.com/CA/Pacific-Palisades/772-Ocampo-Dr-90272/home/6840772,Original Redfin export,1
2023-08-29,1332 W Pavia Pl,Pacific Palisades,CA,90272,Single Family Residential,11328250,5,7.0,7609,13430,2013,1489,25.0,Pacific Palisades,34.0534203,-118.5036118,TheMLS,23-259401,https://www.redfin.com/CA/Pacific-Palisades/1332-Pavia-Pl-90272/home/6846953,Original Redfin export,322
2023-08-29,345 N Grenola St,Pacific Palisades,CA,90272,Single Family Residential,4999000,5,4.0,3803,7572,1939,1314,,Pacific Palisades,34.0420807,-118.5425532,TheMLS,23-281713,https://www.redfin.com/CA/Pacific-Palisades/345-N-Grenola-St-90272/home/6842703,Original Redfin export,260
2023-08-29,823 Enchanted Way,Pacific Palisades,CA,90272,Single Family Residential,3550000,4,3.0,2536,11809,1957,1400,,Pacific Palisades,34.0514594,-118.5492145,TheMLS,23-292629,https://www.redfin.com/CA/Pacific-Palisades/823-Enchanted-Way-90272/home/22907485,Original Redfin export,62
2023-08-28,1562 Chastain Pkwy,Pacific Palisades,CA,90272,Single Family Residential,3800000,4,5.0,4278,6162,1991,888,410.0,Pacific Palisades,34.076755,-118.550767,TheMLS,23-241907,https://www.redfin.com/CA/Pacific-Palisades/1562-Chastain-Pkwy-W-90272/home/6849436,Original Redfin export,319
2023-08-25,275 Monte Grigio Dr,Pacific Palisades,CA,90272,Single Family Residential,3999000,4,2.5,2719,5203,1965,1471,17.0,C15 - Pacific Palisades,34.0451261,-118.5628288,CRMLS,SR23119606,https://www.redfin.com/CA/Pacific-Palisades/275-Monte-Grigio-Dr-90272/home/6843597,Original Redfin export,199
2023-08-25,1445 Cuesta Linda,Pacific Palisades,CA,90272,Single Family Residential,3900000,4,5.0,3925,25117,1988,994,,Pacific Palisades,34.0757802,-118.5552154,TheMLS,23-289281,https://www.redfin.com/CA/Pacific-Palisades/1445-Cuesta-Linda-90272/home/6849016,Original Redfin export,152
2023-08-23,1570 Amalfi Dr,Pacific Palisades,CA,90272,Single Family Residential,24950000,8,8.0,9884,60710,1937,2524,,Pacific Palisades,34.0595785,-118.5033579,Public Records / Redfin,,https://www.redfin.com/CA/Pacific-Palisades/1570-Amalfi-Dr-90272/home/6847050,Filled from public web research: Redfin (High confidence),28
2023-08-22,1333 Brinkley Ave,Los Angeles,CA,90049,Single Family Residential,7010000,5,7.0,5950,8425,2008,1178,,Brentwood,34.0518096,-118.4968439,TheMLS,23-261791,https://www.redfin.com/CA/Los-Angeles/1333-Brinkley-Ave-90049/home/6839212,Original Redfin export,294
2023-08-21,526 Swarthmore Ave,Pacific Palisades,CA,90272,Single Family Residential,3975000,4,2.0,1865,10538,1950,2131,,Pacific Palisades,34.0386989,-118.5278157,TheMLS,23-241149,https://www.redfin.com/CA/Pacific-Palisades/526-Swarthmore-Ave-90272/home/6841756,Original Redfin export,339
2023-08-18,1505 Umeo Rd,Pacific Palisades,CA,90272,Single Family Residential,8800000,4,7.0,6245,28012,2011,1409,13.0,Pacific Palisades,34.0592966,-118.5050255,TheMLS,23-269491,https://www.redfin.com/CA/Pacific-Palisades/1505-Umeo-Rd-90272/home/79038774,Original Redfin export,271
2023-08-18,1047 Kagawa St,Pacific Palisades,CA,90272,Single Family Residential,3150000,2,1.0,1433,6500,1938,2198,,Pacific Palisades,34.0491537,-118.5186626,TheMLS,23-301699,https://www.redfin.com/CA/Pacific-Palisades/1047-Kagawa-St-90272/home/6846185,Original Redfin export,31
2023-08-16,711 Ocampo Dr,Pacific Palisades,CA,90272,Single Family Residential,4950000,4,5.0,4078,8752,1941,1214,25.0,Pacific Palisades,34.0407097,-118.521033,TheMLS,23-268755,https://www.redfin.com/CA/Pacific-Palisades/711-Ocampo-Dr-90272/home/6840860,Original Redfin export,287
2023-08-16,1131 Hartzell St,Pacific Palisades,CA,90272,Single Family Residential,3500000,3,2.0,1752,6501,1948,1998,,Pacific Palisades,34.0502822,-118.5210344,TheMLS,23-289293,https://www.redfin.com/CA/Pacific-Palisades/1131-Hartzell-St-90272/home/6846045,Original Redfin export,66
2023-08-15,743 Almar Ave,Pacific Palisades,CA,90272,Single Family Residential,5535000,6,4.0,3468,6551,1947,1596,,Pacific Palisades,34.0468627,-118.5345988,TheMLS,23-290323,https://www.redfin.com/CA/Pacific-Palisades/743-Almar-Ave-90272/home/6842027,Original Redfin export,72
2023-08-09,17501 Tramonto Dr,Pacific Palisades,CA,90272,Single Family Residential,3140000,3,3.0,2199,5614,1962,1428,17.0,Pacific Palisades,34.0414693,-118.557904,TheMLS,23-276459,https://www.redfin.com/CA/Pacific-Palisades/17501-Tramonto-Dr-90272/unit-P/home/6843785,Original Redfin export,236
2023-08-08,1136 Donaire Way,Pacific Palisades,CA,90272,Single Family Residential,4900000,5,5.0,4800,12318,1960,1021,,Pacific Palisades,34.0569374,-118.5449245,TheMLS,23-278049,https://www.redfin.com/CA/Pacific-Palisades/1136-Donaire-Way-90272/home/12265373,Original Redfin export,174
2023-08-04,13657 W Sunset Blvd,Pacific Palisades,CA,90272,Single Family Residential,3375000,4,5.0,3085,20038,1952,1094,25.0,Pacific Palisades,34.052247,-118.5044388,TheMLS,23-292693,https://www.redfin.com/CA/Pacific-Palisades/13657-W-Sunset-Blvd-90272/home/6846961,Original Redfin export,54
2023-08-03,946 Galloway St,Pacific Palisades,CA,90272,Single Family Residential,5789000,5,6.0,3869,5204,2023,1496,,Pacific Palisades,34.0469347,-118.5207893,TheMLS,23-235547,https://www.redfin.com/CA/Pacific-Palisades/946-Galloway-St-90272/home/6846461,Original Redfin export,344
2023-08-03,16432 Akron St,Pacific Palisades,CA,90272,Single Family Residential,3700000,3,4.0,2800,6111,1958,1321,,Pacific Palisades,34.0505497,-118.5405795,TheMLS,23-282040,https://www.redfin.com/CA/Pacific-Palisades/16432-Akron-St-90272/home/6844161,Original Redfin export,105
2023-07-26,1233 Bienveneda Ave,Pacific Palisades,CA,90272,Single Family Residential,8000000,4,6.0,5300,13800,1972,1509,,Pacific Palisades,34.0574861,-118.5420949,TheMLS,23-279257,https://www.redfin.com/CA/Pacific-Palisades/1233-Bienveneda-Ave-90272/home/6845065,Original Redfin export,197
2023-07-24,520 N Beirut Ave,Pacific Palisades,CA,90272,Single Family Residential,3415000,4,3.0,3200,5814,1932,1067,,Pacific Palisades,34.0389525,-118.530135,TheMLS,23-277253,https://www.redfin.com/CA/Pacific-Palisades/520-Beirut-Ave-90272/home/6841723,Original Redfin export,213
2023-07-24,708 Jacon Way,Pacific Palisades,CA,90272,Single Family Residential,3250000,3,3.0,2197,9133,1956,1479,,Pacific Palisades,34.0493003,-118.5468139,TheMLS,23-277981,https://www.redfin.com/CA/Pacific-Palisades/708-Jacon-Way-90272/home/6844021,Original Redfin export,128
2023-07-21,16808 Marquez Ave,Pacific Palisades,CA,90272,Single Family Residential,3075000,3,3.0,1965,4556,1952,1565,,Pacific Palisades,34.0457396,-118.5470362,TheMLS,23-294579,https://www.redfin.com/CA/Pacific-Palisades/16808-Marquez-Ave-90272/home/6842916,Original Redfin export,15
2023-07-20,1309 El Hito Cir,Pacific Palisades,CA,90272,Single Family Residential,3675180,4,3.0,2398,9120,1976,1533,,Pacific Palisades,34.0593531,-118.5427666,TheMLS,23-283563,https://www.redfin.com/CA/Pacific-Palisades/1309-El-Hito-Cir-90272/home/6844996,Original Redfin export,76
2023-07-19,530 Alma Real Dr,Pacific Palisades,CA,90272,Single Family Residential,5895000,4,4.0,3646,8860,1950,1617,35.0,Pacific Palisades,34.0380806,-118.5227077,TheMLS,23-277977,https://www.redfin.com/CA/Pacific-Palisades/530-Alma-Real-Dr-90272/home/6841057,Original Redfin export,147
2023-07-18,318 Amalfi Dr,Santa Monica,CA,90402,Single Family Residential,3976000,3,3.0,2641,5999,1961,1505,,Santa Monica,34.0323682,-118.5140371,TheMLS,23-267289,https://www.redfin.com/CA/Santa-Monica/318-Amalfi-Dr-90402/home/6840671,Original Redfin export,175
